,index_arr,sigH,T_period,Cp
4048,2699.0,0.4131942616498492,3.0498121988082048,4.756727747422843
4049,2699.5,0.40401444366978057,3.1956798717189607,4.983841461080985
4050,2700.0,0.394834625689712,3.3415475446297167,5.210955174739126
4051,2701.0,0.3669587354651986,3.2748447115671717,5.107184941316252
4052,2701.5,0.36477018066868155,3.2639619341508315,5.090237138284175
4053,2702.0,0.3625816258721645,3.2530791567344917,5.0732893352521
4054,2703.0,0.3774734884513809,3.4669510972014383,5.405355429888967
4055,2703.5,0.37532578625488655,3.4510328076719525,5.380676613238428
4056,2704.0,0.3731780840583922,3.4351145181424667,5.355997796587888
4057,2705.0,0.3249116292669618,3.277028999080443,5.110550739324628
4058,2705.5,0.3653950491847623,3.5607497151136025,5.547655120586402
4059,2706.0,0.4058784691025628,3.2792132865937145,5.113916537333004
4060,2707.0,0.4213349772848184,3.4309222437994213,5.349562734688854
4061,2707.5,0.40741771727748494,3.3941029550000703,5.29243310294741
4062,2708.0,0.3935004572701515,3.3572836662007197,5.235303471205965
